model,model_label,experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer,model_sort_key,condition,segment_label
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__canonical__no_think,gsm8k_test_001075,no_think,canonical,,answer_segment,20,10,False,53,53,True,12.00691032409668,,ok,0.0,ok,16.0,5.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__irrelevant_context__no_think,gsm8k_test_001075,no_think,irrelevant_context,,full_output,6,10,False,76,76,True,19.122800827026367,,ok,0.0,ok,16.0,20.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__irrelevant_context__no_think,gsm8k_test_001075,no_think,irrelevant_context,,full_output,13,10,False,76,76,True,13.65135097503662,,ok,0.0,ok,16.0,20.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__irrelevant_context__no_think,gsm8k_test_001075,no_think,irrelevant_context,,full_output,20,10,False,76,76,True,12.352593421936035,,ok,0.0,ok,16.0,20.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__irrelevant_context__no_think,gsm8k_test_001075,no_think,irrelevant_context,,answer_segment,6,10,False,76,76,True,19.122800827026367,,ok,0.0,ok,16.0,20.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__irrelevant_context__no_think,gsm8k_test_001075,no_think,irrelevant_context,,answer_segment,13,10,False,76,76,True,13.65135097503662,,ok,0.0,ok,16.0,20.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__irrelevant_context__no_think,gsm8k_test_001075,no_think,irrelevant_context,,answer_segment,20,10,False,76,76,True,12.352593421936035,,ok,0.0,ok,16.0,20.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__repetitive_filler__no_think,gsm8k_test_001075,no_think,repetitive_filler,,full_output,6,10,False,53,53,True,13.99311065673828,,ok,0.0,ok,16.0,5.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__repetitive_filler__no_think,gsm8k_test_001075,no_think,repetitive_filler,,full_output,13,10,False,53,53,True,11.94363021850586,,ok,0.0,ok,16.0,5.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__repetitive_filler__no_think,gsm8k_test_001075,no_think,repetitive_filler,,full_output,20,10,False,53,53,True,12.27010440826416,,ok,0.0,ok,16.0,5.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__repetitive_filler__no_think,gsm8k_test_001075,no_think,repetitive_filler,,answer_segment,6,10,False,53,53,True,13.99311065673828,,ok,0.0,ok,16.0,5.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__repetitive_filler__no_think,gsm8k_test_001075,no_think,repetitive_filler,,answer_segment,13,10,False,53,53,True,11.94363021850586,,ok,0.0,ok,16.0,5.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001075__repetitive_filler__no_think,gsm8k_test_001075,no_think,repetitive_filler,,answer_segment,20,10,False,53,53,True,12.27010440826416,,ok,0.0,ok,16.0,5.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__canonical__no_think,gsm8k_test_001077,no_think,canonical,,full_output,6,10,False,44,44,True,15.193404197692873,,ok,0.0,ok,145.0,80.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__canonical__no_think,gsm8k_test_001077,no_think,canonical,,full_output,13,10,False,44,44,True,11.012718200683594,,ok,0.0,ok,145.0,80.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__canonical__no_think,gsm8k_test_001077,no_think,canonical,,full_output,20,10,False,44,44,True,11.18290901184082,,ok,0.0,ok,145.0,80.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__canonical__no_think,gsm8k_test_001077,no_think,canonical,,answer_segment,6,10,False,44,44,True,15.193404197692873,,ok,0.0,ok,145.0,80.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__canonical__no_think,gsm8k_test_001077,no_think,canonical,,answer_segment,13,10,False,44,44,True,11.012718200683594,,ok,0.0,ok,145.0,80.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__canonical__no_think,gsm8k_test_001077,no_think,canonical,,answer_segment,20,10,False,44,44,True,11.18290901184082,,ok,0.0,ok,145.0,80.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__irrelevant_context__no_think,gsm8k_test_001077,no_think,irrelevant_context,,full_output,6,10,False,51,51,True,19.78354263305664,,ok,0.0,ok,145.0,80.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__irrelevant_context__no_think,gsm8k_test_001077,no_think,irrelevant_context,,full_output,13,10,False,51,51,True,11.673367500305176,,ok,0.0,ok,145.0,80.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__irrelevant_context__no_think,gsm8k_test_001077,no_think,irrelevant_context,,full_output,20,10,False,51,51,True,11.599554061889648,,ok,0.0,ok,145.0,80.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__irrelevant_context__no_think,gsm8k_test_001077,no_think,irrelevant_context,,answer_segment,6,10,False,51,51,True,19.78354263305664,,ok,0.0,ok,145.0,80.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__irrelevant_context__no_think,gsm8k_test_001077,no_think,irrelevant_context,,answer_segment,13,10,False,51,51,True,11.673367500305176,,ok,0.0,ok,145.0,80.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__irrelevant_context__no_think,gsm8k_test_001077,no_think,irrelevant_context,,answer_segment,20,10,False,51,51,True,11.599554061889648,,ok,0.0,ok,145.0,80.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__repetitive_filler__no_think,gsm8k_test_001077,no_think,repetitive_filler,,full_output,6,10,False,44,44,True,14.527405738830566,,ok,0.0,ok,145.0,80.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__repetitive_filler__no_think,gsm8k_test_001077,no_think,repetitive_filler,,full_output,13,10,False,44,44,True,11.04851245880127,,ok,0.0,ok,145.0,80.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__repetitive_filler__no_think,gsm8k_test_001077,no_think,repetitive_filler,,full_output,20,10,False,44,44,True,11.306644439697266,,ok,0.0,ok,145.0,80.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__repetitive_filler__no_think,gsm8k_test_001077,no_think,repetitive_filler,,answer_segment,6,10,False,44,44,True,14.527405738830566,,ok,0.0,ok,145.0,80.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__repetitive_filler__no_think,gsm8k_test_001077,no_think,repetitive_filler,,answer_segment,13,10,False,44,44,True,11.04851245880127,,ok,0.0,ok,145.0,80.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001077__repetitive_filler__no_think,gsm8k_test_001077,no_think,repetitive_filler,,answer_segment,20,10,False,44,44,True,11.306644439697266,,ok,0.0,ok,145.0,80.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__canonical__no_think,gsm8k_test_001078,no_think,canonical,,full_output,6,10,False,65,65,True,18.249805450439453,,ok,1.0,ok,8.0,8.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__canonical__no_think,gsm8k_test_001078,no_think,canonical,,full_output,13,10,False,65,65,True,14.469426155090332,,ok,1.0,ok,8.0,8.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__canonical__no_think,gsm8k_test_001078,no_think,canonical,,full_output,20,10,False,65,65,True,13.60136890411377,,ok,1.0,ok,8.0,8.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__canonical__no_think,gsm8k_test_001078,no_think,canonical,,answer_segment,6,10,False,65,65,True,18.249805450439453,,ok,1.0,ok,8.0,8.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__canonical__no_think,gsm8k_test_001078,no_think,canonical,,answer_segment,13,10,False,65,65,True,14.469426155090332,,ok,1.0,ok,8.0,8.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__canonical__no_think,gsm8k_test_001078,no_think,canonical,,answer_segment,20,10,False,65,65,True,13.60136890411377,,ok,1.0,ok,8.0,8.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__irrelevant_context__no_think,gsm8k_test_001078,no_think,irrelevant_context,,full_output,6,10,False,54,54,True,14.16291618347168,,ok,1.0,ok,8.0,8.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__irrelevant_context__no_think,gsm8k_test_001078,no_think,irrelevant_context,,full_output,13,10,False,54,54,True,13.43585968017578,,ok,1.0,ok,8.0,8.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__irrelevant_context__no_think,gsm8k_test_001078,no_think,irrelevant_context,,full_output,20,10,False,54,54,True,13.464043617248535,,ok,1.0,ok,8.0,8.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__irrelevant_context__no_think,gsm8k_test_001078,no_think,irrelevant_context,,answer_segment,6,10,False,54,54,True,14.16291618347168,,ok,1.0,ok,8.0,8.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__irrelevant_context__no_think,gsm8k_test_001078,no_think,irrelevant_context,,answer_segment,13,10,False,54,54,True,13.43585968017578,,ok,1.0,ok,8.0,8.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__irrelevant_context__no_think,gsm8k_test_001078,no_think,irrelevant_context,,answer_segment,20,10,False,54,54,True,13.464043617248535,,ok,1.0,ok,8.0,8.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__repetitive_filler__no_think,gsm8k_test_001078,no_think,repetitive_filler,,full_output,6,10,False,62,62,True,15.66104793548584,,ok,1.0,ok,8.0,8.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__repetitive_filler__no_think,gsm8k_test_001078,no_think,repetitive_filler,,full_output,13,10,False,62,62,True,14.176764488220217,,ok,1.0,ok,8.0,8.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__repetitive_filler__no_think,gsm8k_test_001078,no_think,repetitive_filler,,full_output,20,10,False,62,62,True,12.568737983703612,,ok,1.0,ok,8.0,8.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__repetitive_filler__no_think,gsm8k_test_001078,no_think,repetitive_filler,,answer_segment,6,10,False,62,62,True,15.66104793548584,,ok,1.0,ok,8.0,8.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__repetitive_filler__no_think,gsm8k_test_001078,no_think,repetitive_filler,,answer_segment,13,10,False,62,62,True,14.176764488220217,,ok,1.0,ok,8.0,8.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001078__repetitive_filler__no_think,gsm8k_test_001078,no_think,repetitive_filler,,answer_segment,20,10,False,62,62,True,12.568737983703612,,ok,1.0,ok,8.0,8.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__canonical__no_think,gsm8k_test_001089,no_think,canonical,,full_output,6,10,False,69,69,True,14.533892631530762,,ok,0.0,ok,32.0,10.6666666667,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__canonical__no_think,gsm8k_test_001089,no_think,canonical,,full_output,13,10,False,69,69,True,12.545896530151367,,ok,0.0,ok,32.0,10.6666666667,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__canonical__no_think,gsm8k_test_001089,no_think,canonical,,full_output,20,10,False,69,69,True,10.783040046691896,,ok,0.0,ok,32.0,10.6666666667,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__canonical__no_think,gsm8k_test_001089,no_think,canonical,,answer_segment,6,10,False,69,69,True,14.533892631530762,,ok,0.0,ok,32.0,10.6666666667,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__canonical__no_think,gsm8k_test_001089,no_think,canonical,,answer_segment,13,10,False,69,69,True,12.545896530151367,,ok,0.0,ok,32.0,10.6666666667,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__canonical__no_think,gsm8k_test_001089,no_think,canonical,,answer_segment,20,10,False,69,69,True,10.783040046691896,,ok,0.0,ok,32.0,10.6666666667,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__irrelevant_context__no_think,gsm8k_test_001089,no_think,irrelevant_context,,full_output,6,10,False,63,63,True,16.107383728027344,,ok,0.0,ok,32.0,10.666,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__irrelevant_context__no_think,gsm8k_test_001089,no_think,irrelevant_context,,full_output,13,10,False,63,63,True,13.92764377593994,,ok,0.0,ok,32.0,10.666,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__irrelevant_context__no_think,gsm8k_test_001089,no_think,irrelevant_context,,full_output,20,10,False,63,63,True,11.868849754333496,,ok,0.0,ok,32.0,10.666,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__irrelevant_context__no_think,gsm8k_test_001089,no_think,irrelevant_context,,answer_segment,6,10,False,63,63,True,16.107383728027344,,ok,0.0,ok,32.0,10.666,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__irrelevant_context__no_think,gsm8k_test_001089,no_think,irrelevant_context,,answer_segment,13,10,False,63,63,True,13.92764377593994,,ok,0.0,ok,32.0,10.666,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__irrelevant_context__no_think,gsm8k_test_001089,no_think,irrelevant_context,,answer_segment,20,10,False,63,63,True,11.868849754333496,,ok,0.0,ok,32.0,10.666,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__repetitive_filler__no_think,gsm8k_test_001089,no_think,repetitive_filler,,full_output,6,10,False,50,50,True,14.649335861206056,,ok,1.0,ok,32.0,32.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__repetitive_filler__no_think,gsm8k_test_001089,no_think,repetitive_filler,,full_output,13,10,False,50,50,True,12.905433654785156,,ok,1.0,ok,32.0,32.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__repetitive_filler__no_think,gsm8k_test_001089,no_think,repetitive_filler,,full_output,20,10,False,50,50,True,11.581926345825195,,ok,1.0,ok,32.0,32.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__repetitive_filler__no_think,gsm8k_test_001089,no_think,repetitive_filler,,answer_segment,6,10,False,50,50,True,14.649335861206056,,ok,1.0,ok,32.0,32.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__repetitive_filler__no_think,gsm8k_test_001089,no_think,repetitive_filler,,answer_segment,13,10,False,50,50,True,12.905433654785156,,ok,1.0,ok,32.0,32.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001089__repetitive_filler__no_think,gsm8k_test_001089,no_think,repetitive_filler,,answer_segment,20,10,False,50,50,True,11.581926345825195,,ok,1.0,ok,32.0,32.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__canonical__no_think,gsm8k_test_001095,no_think,canonical,,full_output,6,10,False,48,48,True,13.389152526855469,,ok,1.0,ok,270.0,270.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__canonical__no_think,gsm8k_test_001095,no_think,canonical,,full_output,13,10,False,48,48,True,12.32287883758545,,ok,1.0,ok,270.0,270.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__canonical__no_think,gsm8k_test_001095,no_think,canonical,,full_output,20,10,False,48,48,True,11.56638240814209,,ok,1.0,ok,270.0,270.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__canonical__no_think,gsm8k_test_001095,no_think,canonical,,answer_segment,6,10,False,48,48,True,13.389152526855469,,ok,1.0,ok,270.0,270.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__canonical__no_think,gsm8k_test_001095,no_think,canonical,,answer_segment,13,10,False,48,48,True,12.32287883758545,,ok,1.0,ok,270.0,270.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__canonical__no_think,gsm8k_test_001095,no_think,canonical,,answer_segment,20,10,False,48,48,True,11.56638240814209,,ok,1.0,ok,270.0,270.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__irrelevant_context__no_think,gsm8k_test_001095,no_think,irrelevant_context,,full_output,6,10,False,55,55,True,13.748183250427246,,ok,1.0,ok,270.0,270.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__irrelevant_context__no_think,gsm8k_test_001095,no_think,irrelevant_context,,full_output,13,10,False,55,55,True,12.773944854736328,,ok,1.0,ok,270.0,270.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__irrelevant_context__no_think,gsm8k_test_001095,no_think,irrelevant_context,,full_output,20,10,False,55,55,True,13.02985382080078,,ok,1.0,ok,270.0,270.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__irrelevant_context__no_think,gsm8k_test_001095,no_think,irrelevant_context,,answer_segment,6,10,False,55,55,True,13.748183250427246,,ok,1.0,ok,270.0,270.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__irrelevant_context__no_think,gsm8k_test_001095,no_think,irrelevant_context,,answer_segment,13,10,False,55,55,True,12.773944854736328,,ok,1.0,ok,270.0,270.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__irrelevant_context__no_think,gsm8k_test_001095,no_think,irrelevant_context,,answer_segment,20,10,False,55,55,True,13.02985382080078,,ok,1.0,ok,270.0,270.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__repetitive_filler__no_think,gsm8k_test_001095,no_think,repetitive_filler,,full_output,6,10,False,48,48,True,13.409988403320312,,ok,1.0,ok,270.0,270.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__repetitive_filler__no_think,gsm8k_test_001095,no_think,repetitive_filler,,full_output,13,10,False,48,48,True,12.61616039276123,,ok,1.0,ok,270.0,270.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__repetitive_filler__no_think,gsm8k_test_001095,no_think,repetitive_filler,,full_output,20,10,False,48,48,True,12.020581245422363,,ok,1.0,ok,270.0,270.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__repetitive_filler__no_think,gsm8k_test_001095,no_think,repetitive_filler,,answer_segment,6,10,False,48,48,True,13.409988403320312,,ok,1.0,ok,270.0,270.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__repetitive_filler__no_think,gsm8k_test_001095,no_think,repetitive_filler,,answer_segment,13,10,False,48,48,True,12.61616039276123,,ok,1.0,ok,270.0,270.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001095__repetitive_filler__no_think,gsm8k_test_001095,no_think,repetitive_filler,,answer_segment,20,10,False,48,48,True,12.020581245422363,,ok,1.0,ok,270.0,270.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__canonical__no_think,gsm8k_test_001099,no_think,canonical,,full_output,6,10,False,48,48,True,13.921603202819824,,ok,1.0,ok,2.0,2.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__canonical__no_think,gsm8k_test_001099,no_think,canonical,,full_output,13,10,False,48,48,True,11.32431411743164,,ok,1.0,ok,2.0,2.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__canonical__no_think,gsm8k_test_001099,no_think,canonical,,full_output,20,10,False,48,48,True,12.029655456542969,,ok,1.0,ok,2.0,2.0,8.0,canonical,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__canonical__no_think,gsm8k_test_001099,no_think,canonical,,answer_segment,6,10,False,48,48,True,13.921603202819824,,ok,1.0,ok,2.0,2.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__canonical__no_think,gsm8k_test_001099,no_think,canonical,,answer_segment,13,10,False,48,48,True,11.32431411743164,,ok,1.0,ok,2.0,2.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__canonical__no_think,gsm8k_test_001099,no_think,canonical,,answer_segment,20,10,False,48,48,True,12.029655456542969,,ok,1.0,ok,2.0,2.0,8.0,canonical,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__irrelevant_context__no_think,gsm8k_test_001099,no_think,irrelevant_context,,full_output,6,10,False,49,49,True,14.398099899291992,,ok,1.0,ok,2.0,2.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__irrelevant_context__no_think,gsm8k_test_001099,no_think,irrelevant_context,,full_output,13,10,False,49,49,True,10.882201194763184,,ok,1.0,ok,2.0,2.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__irrelevant_context__no_think,gsm8k_test_001099,no_think,irrelevant_context,,full_output,20,10,False,49,49,True,11.664214134216309,,ok,1.0,ok,2.0,2.0,8.0,irrelevant_context,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__irrelevant_context__no_think,gsm8k_test_001099,no_think,irrelevant_context,,answer_segment,6,10,False,49,49,True,14.398099899291992,,ok,1.0,ok,2.0,2.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__irrelevant_context__no_think,gsm8k_test_001099,no_think,irrelevant_context,,answer_segment,13,10,False,49,49,True,10.882201194763184,,ok,1.0,ok,2.0,2.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__irrelevant_context__no_think,gsm8k_test_001099,no_think,irrelevant_context,,answer_segment,20,10,False,49,49,True,11.664214134216309,,ok,1.0,ok,2.0,2.0,8.0,irrelevant_context,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__repetitive_filler__no_think,gsm8k_test_001099,no_think,repetitive_filler,,full_output,6,10,False,44,44,True,12.839675903320312,,ok,1.0,ok,2.0,2.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__repetitive_filler__no_think,gsm8k_test_001099,no_think,repetitive_filler,,full_output,13,10,False,44,44,True,10.596735000610352,,ok,1.0,ok,2.0,2.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__repetitive_filler__no_think,gsm8k_test_001099,no_think,repetitive_filler,,full_output,20,10,False,44,44,True,11.694121360778809,,ok,1.0,ok,2.0,2.0,8.0,repetitive_filler,no_think_full
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__repetitive_filler__no_think,gsm8k_test_001099,no_think,repetitive_filler,,answer_segment,6,10,False,44,44,True,12.839675903320312,,ok,1.0,ok,2.0,2.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__repetitive_filler__no_think,gsm8k_test_001099,no_think,repetitive_filler,,answer_segment,13,10,False,44,44,True,10.596735000610352,,ok,1.0,ok,2.0,2.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001099__repetitive_filler__no_think,gsm8k_test_001099,no_think,repetitive_filler,,answer_segment,20,10,False,44,44,True,11.694121360778809,,ok,1.0,ok,2.0,2.0,8.0,repetitive_filler,no_think_answer
Qwen_Qwen3-8B,8B,exp_b,exp_b__gsm8k_test_001101__canonical__no_think,gsm8k_test_001101,no_think,canonical,,full_output,6,10,False,71,71,True,14.395800590515137,,ok,0.0,ok,16.0,12.0,8.0,canonical,no_think_full
