model,model_label,model_sort_key,layer,segment_label,token_category,mean_lid,median_lid,n
Qwen_Qwen3-32B,32B,32.0,6,thinking,newline_formatting,0.0016788206,0.0011405977,1234
Qwen_Qwen3-32B,32B,32.0,6,thinking,punctuation,0.004229109,0.0025028896,159
Qwen_Qwen3-32B,32B,32.0,6,thinking,reasoning_discourse_marker,0.005573086,0.0026656578,298
Qwen_Qwen3-32B,32B,32.0,6,thinking,short_function_word,0.0048734127,0.0015560214,2971
Qwen_Qwen3-32B,32B,32.0,6,thinking,special_delimiter,0.033636495,0.029862016,108
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,content_word,0.0040523643,0.0034416832,565
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,digits_math_symbols,0.0020347834,0.0018571785,897
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,newline_formatting,0.0011406778,0.0009686899,349
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,punctuation,0.0023748088,0.0022025015,320
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,reasoning_discourse_marker,0.0034114977,0.0032634442,193
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,short_function_word,0.002727954,0.002383709,382
Qwen_Qwen3-32B,32B,32.0,13,no_think_answer,special_delimiter,0.006459864,0.0060488125,54
Qwen_Qwen3-32B,32B,32.0,13,think_answer,content_word,0.004353441,0.00385205,505
Qwen_Qwen3-32B,32B,32.0,13,think_answer,digits_math_symbols,0.0019730802,0.0017446224,1004
Qwen_Qwen3-32B,32B,32.0,13,think_answer,newline_formatting,0.0012957364,0.0010859962,428
Qwen_Qwen3-32B,32B,32.0,13,think_answer,punctuation,0.0025666093,0.0023569667,308
Qwen_Qwen3-32B,32B,32.0,13,think_answer,reasoning_discourse_marker,0.0037728434,0.0035725601,193
Qwen_Qwen3-32B,32B,32.0,13,think_answer,short_function_word,0.003159482,0.0028353625,341
Qwen_Qwen3-32B,32B,32.0,13,think_answer,special_delimiter,0.0066087665,0.0065247696,54
Qwen_Qwen3-32B,32B,32.0,13,thinking,content_word,0.0036104938,0.0023948809,3332
Qwen_Qwen3-32B,32B,32.0,13,thinking,digits_math_symbols,0.0017569158,0.0012712362,4090
Qwen_Qwen3-32B,32B,32.0,13,thinking,newline_formatting,0.0018530141,0.0013892315,1234
Qwen_Qwen3-32B,32B,32.0,13,thinking,punctuation,0.00469089,0.0037132297,159
Qwen_Qwen3-32B,32B,32.0,13,thinking,reasoning_discourse_marker,0.003872873,0.003266145,298
Qwen_Qwen3-32B,32B,32.0,13,thinking,short_function_word,0.0033034908,0.00234695,2971
Qwen_Qwen3-32B,32B,32.0,13,thinking,special_delimiter,0.021665456,0.015475127,108
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,content_word,0.0034908543,0.0030212128,565
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,digits_math_symbols,0.0022121482,0.0020390563,897
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,newline_formatting,0.0013399085,0.0011425603,349
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,punctuation,0.002432595,0.0022424182,320
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,reasoning_discourse_marker,0.002905887,0.0029237175,193
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,short_function_word,0.0025349974,0.0022130066,382
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,special_delimiter,0.004349153,0.0041471752,54
Qwen_Qwen3-32B,32B,32.0,20,think_answer,content_word,0.0038879993,0.0033942875,505
Qwen_Qwen3-32B,32B,32.0,20,think_answer,digits_math_symbols,0.002174965,0.0019959356,1004
Qwen_Qwen3-32B,32B,32.0,20,think_answer,newline_formatting,0.0015028579,0.0013062397,428
Qwen_Qwen3-32B,32B,32.0,20,think_answer,punctuation,0.0024571803,0.0022765656,308
Qwen_Qwen3-32B,32B,32.0,20,think_answer,reasoning_discourse_marker,0.003120027,0.002821603,193
Qwen_Qwen3-32B,32B,32.0,20,think_answer,short_function_word,0.0031769776,0.0027950958,341
Qwen_Qwen3-32B,32B,32.0,20,think_answer,special_delimiter,0.0039953147,0.003923199,54
Qwen_Qwen3-32B,32B,32.0,20,thinking,content_word,0.0031461855,0.0025126417,3332
Qwen_Qwen3-32B,32B,32.0,20,thinking,digits_math_symbols,0.0023874945,0.0019505006,4090
Qwen_Qwen3-32B,32B,32.0,20,thinking,newline_formatting,0.0022418187,0.001842976,1234
Qwen_Qwen3-32B,32B,32.0,20,thinking,punctuation,0.004829202,0.0044585546,159
Qwen_Qwen3-32B,32B,32.0,20,thinking,reasoning_discourse_marker,0.0034479294,0.003166138,298
Qwen_Qwen3-32B,32B,32.0,20,thinking,short_function_word,0.003128156,0.0026243213,2971
Qwen_Qwen3-32B,32B,32.0,20,thinking,special_delimiter,0.014414143,0.011504729,108
