model,model_label,model_sort_key,hidden_dim,lid_value_normalization,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff,boundary_jump_answer_minus_thinking,sample_scope
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001038,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,68,68,0.0008718316676095128,0.002332600369460552,0.00093876663595438,0.006847722921520472,1.753128689231834e-06,0.0023108830227196882,0.0,-0.002113248858287639,-0.0014224701821256211,-0.0032277903519570827,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001038,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,68,68,0.0011613091919571161,0.002578867383657352,0.0008119966951198876,0.006278677843511105,1.4038072457580682e-06,0.0025670286945637263,0.08823529411764706,-0.001450071813683969,-0.0008535082417759389,-0.0006630516145378351,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001043,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,51,51,0.0005773382727056742,0.002593546029518121,0.0007519069476984441,0.01750047132372856,7.669790881504376e-06,0.0024266182922292497,0.0,0.0016088334056527695,0.0017205801559612155,-0.00603239331394434,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001043,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,51,51,0.0008718316676095128,0.0020539180978256114,0.0010202459525316954,0.005227669607847929,7.222737549091086e-07,0.0020173164922744034,0.0,-0.00025856675637034646,3.201082850304944e-05,-0.00340706086717546,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001043,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,51,51,0.0011613091919571161,0.002031344785720256,0.0010087793925777078,0.004741407930850983,5.636287428347435e-07,0.0020136724971234797,0.0784313725490196,-0.00039378610783050014,-0.00019290377027713344,-0.0015468359924852848,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001059,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,60,60,0.0005773382727056742,0.003894065985029253,0.0008630952797830105,0.015498371794819832,1.109246546136003e-05,0.0038462292957435343,0.0,-0.0032570446907260174,-0.002447728847619146,-0.011655343696475029,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001059,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,60,60,0.0008718316676095128,0.0026318532919200758,0.0010524344397708774,0.0051478431560099125,1.406808591493806e-06,0.0026192552907297667,0.0,-0.0007232594994644872,-0.0004153296739483874,-0.002069626236334443,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001059,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,60,60,0.0011613091919571161,0.0024090081453323363,0.0009811909403651953,0.0061097582802176476,8.914216067806763e-07,0.002395238190636797,0.05,-0.00044368753537963137,-5.207327970614033e-05,-0.0001480479259043932,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001182,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,72,72,0.0005773382727056742,0.0028709552861982957,0.0006985939689911902,0.010574614629149437,5.055007926152425e-06,0.00281021618251492,0.0,-0.0013366429772829701,-0.0011744022550475267,-0.0009401445277035236,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001182,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,72,72,0.0008718316676095128,0.002369305258778493,0.0007318304851651192,0.006715542171150446,1.5820637026388165e-06,0.0023478778582525397,0.05555555555555555,-0.0014681982776319125,-0.0013436553805756075,-0.003460960229858756,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001182,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,72,72,0.0011613091919571161,0.0024913454051582245,0.0007726463954895735,0.009200751781463623,1.9973115265968906e-06,0.0024467002933280884,0.08333333333333333,-0.0007731728874371237,-0.00083210945659731,6.686663255095482e-05,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001209,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,63,63,0.0005773382727056742,0.0032364659109300684,0.00046192077570594847,0.014345921576023102,8.985357685644944e-06,0.0031383346264896492,0.06349206349206349,-0.004131348218531152,-0.0031906843123579165,0.0014035576023161411,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001209,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,63,63,0.0008718316676095128,0.002635378756427339,0.0005100416019558907,0.006620029918849468,3.0591581991687022e-06,0.002621372842470244,0.1111111111111111,-0.00316157763015889,-0.0026044885380542837,-0.00012705777771770954,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001209,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,63,63,0.0011613091919571161,0.0024146117521302093,0.0006397335091605783,0.006001474801450968,1.2602668038882112e-06,0.0023902495327826224,0.12698412698412698,-0.0017674107442698656,-0.0014418366845347919,4.3268315494060516e-05,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001307,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,45,45,0.0005773382727056742,0.003806612820416275,0.0005429231096059084,0.0184208732098341,1.7088980075874044e-05,0.0037319022058826786,0.044444444444444446,0.001308073424666689,0.0007060506807950633,-0.00043624499812722206,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001307,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,45,45,0.0008718316676095128,0.002363382975777818,0.0009643918601796031,0.005334227345883846,1.5220342244803236e-06,0.002329700602620671,0.0,-0.0001759264962342763,-0.00039000813073168184,-8.017546497285366e-05,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,no_think,gsm8k_test_001307,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,45,45,0.0011613091919571161,0.002363139121896691,0.0011925704311579466,0.004631539341062307,8.475021580885171e-07,0.00235330505000258,0.0,-0.0001385738654737015,-0.00042730956920422614,0.000837462954223156,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,60,60,0.0005773382727056742,0.0033043390411573153,0.0005171075463294983,0.011699390597641468,9.343374325786371e-06,0.0032365502694905817,0.03333333333333333,-0.003931474522305805,-0.002972007244049261,-0.015753380954265594,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,60,60,0.0008718316676095128,0.0023640566476387905,0.0006511221872642636,0.00651437696069479,1.994899056810167e-06,0.00234862884518422,0.1,-0.0020792153832830907,-0.0016123249428346754,-0.00411486579105258,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,60,60,0.0011613091919571161,0.0024690681505793086,0.0010987387504428625,0.005270793102681637,1.1422900861759875e-06,0.0024389375762824536,0.06666666666666667,-0.001364645157123869,-0.0009911108762025835,-0.0006334874778985977,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0005773382727056742,0.003885360592221332,0.00043253591866232455,0.05224599689245224,4.51111672054139e-05,0.0038080888169786135,0.0859375,-0.00010065243895280791,-0.0006558659747497586,-0.015753380954265594,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0008718316676095128,0.002772638158830887,0.0006127001252025366,0.01715296134352684,6.345021225474196e-06,0.0027687030375272603,0.078125,-0.0010686851615535893,-0.0008642164893899462,-0.00411486579105258,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.0011613091919571161,0.002681530841982749,0.0007060680654831231,0.011739591136574745,2.5947254980448325e-06,0.00269455754679557,0.10546875,-0.0013215486084914548,-0.0010107502985192696,-0.0006334874778985977,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,56,56,0.0005773382727056742,0.0030457999216326114,0.0005684384959749877,0.016069384291768074,1.0524808202462926e-05,0.002867939911613411,0.03571428571428571,-0.0003957919024991855,-0.00045310234833907887,-0.004742487799376249,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,56,56,0.0008718316676095128,0.0022514931167409357,0.0006413735682144761,0.005663528107106686,1.947330571087943e-06,0.0022242307493632488,0.08928571428571429,-0.0013667526055316443,-0.0013055683146896107,-0.003927736077457666,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,56,56,0.0011613091919571161,0.0024866311817147236,0.0006031974917277694,0.008498125709593296,2.7077709812512103e-06,0.002430718242910437,0.125,9.731510275523284e-05,-4.10985417797099e-05,-0.00027296552434563637,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0005773382727056742,0.0036180750346375135,0.0005324798403307796,0.044319115579128265,3.7240347093181646e-05,0.003534359945041557,0.015625,-0.00280692574269775,-0.0023319854626606684,-0.004742487799376249,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0008718316676095128,0.002632524530099545,0.0007289685308933258,0.015707843005657196,4.547644732019686e-06,0.002601977819081805,0.0390625,-0.000989950276928241,-0.0009299989833380096,-0.003927736077457666,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.0011613091919571161,0.0024990084509681765,0.0009152937564067543,0.009391702711582184,1.750762140955882e-06,0.0024833517629449012,0.0859375,-0.00032290772406376304,-0.0002507160415916587,-0.00027296552434563637,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,48,48,0.0005773382727056742,0.0035188088465171554,0.0006775497458875179,0.015050145797431469,8.81211914548344e-06,0.003375264181894191,0.0,-0.0014660408330145233,-0.0009821358253248032,-0.0014945208095014095,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,48,48,0.0008718316676095128,0.002306114341384576,0.0006456485716626048,0.005245316307991743,1.1293897757144429e-06,0.0022806882526368857,0.0625,-0.0013194394963722204,-0.0011252496818390985,-0.0005244151689112186,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,48,48,0.0011613091919571161,0.0023620615053611496,0.0008527585305273533,0.005157445557415485,9.949908257090884e-07,0.0023321848402314996,0.0625,-0.0008084940268510818,-0.0006581392954103649,-0.00015169032849371433,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0005773382727056742,0.003423755801009065,0.00038701872108504176,0.06667875498533249,3.9135737342126304e-05,0.003384557447239734,0.05859375,-0.002291655404787699,-0.0020374608987297573,-0.0014945208095014095,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0008718316676095128,0.002441608551180252,0.0005572143709287047,0.020847486332058907,5.320077756962332e-06,0.0024183088834684313,0.07421875,-0.0014211991266211864,-0.001292125732960323,-0.0005244151689112186,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.0011613091919571161,0.0024755915208061197,0.0008334278827533126,0.011152638122439384,2.1115820434065436e-06,0.002469129519274735,0.0859375,-0.0007098028610142458,-0.0006708888954912815,-0.00015169032849371433,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,43,43,0.0005773382727056742,0.003687962659548015,0.0006617355975322425,0.01072296965867281,8.469597641037622e-06,0.0036075773227605087,0.0,-0.002870155074810867,-0.0021389718855392525,0.0007971129380166531,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,43,43,0.0008718316676095128,0.0024129150348693824,0.0006595101440325379,0.005292876623570919,1.3576943878309806e-06,0.002387720190676018,0.046511627906976744,-0.0014525639044857311,-0.0010767225599424405,-0.0002811388112604618,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,43,43,0.0011613091919571161,0.002425994159556319,0.0008749111439101398,0.004885902162641287,7.42026852834445e-07,0.002409322213636534,0.046511627906976744,-0.0005038706446706426,-0.00012599586361003185,6.896490231156349e-05,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,163,163,0.0005773382727056742,0.003059995141411714,0.00034119386691600084,0.02898060716688633,1.8821907908707804e-05,0.0029997707633474075,0.09202453987730061,-0.0017971641264313948,-0.0012678730531550213,0.0007971129380166531,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,163,163,0.0008718316676095128,0.002286713456797865,0.0006046461639925838,0.007835600525140762,1.9135619521742366e-06,0.00226185031387564,0.05521472392638037,-0.0002917333853447203,-0.0002063609284871236,-0.0002811388112604618,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,163,163,0.0011613091919571161,0.002485147106712627,0.0008625091868452728,0.009043330326676369,1.4695097762679067e-06,0.0024720452758943507,0.04294478527607362,-0.00033471351141729165,-0.00020697095471139014,6.896490231156349e-05,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,51,51,0.0005773382727056742,0.002826550182219887,0.0009397313115186989,0.007621845696121454,2.809629340406654e-06,0.002781786938430742,0.0,-0.0007610776081335674,-0.00028919356499010557,-0.00029111234471201897,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,51,51,0.0008718316676095128,0.0024750091057891646,0.0009408894693478942,0.0066111586056649685,1.3929363500088945e-06,0.0024726897221989926,0.0,-0.0005066060267253948,-0.0002799447213944332,-0.000739960465580225,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,51,51,0.0011613091919571161,0.0026621258310864076,0.0011198441497981548,0.004627997521311045,8.021546620226867e-07,0.002640493582002819,0.0196078431372549,-0.00019825178586216225,-0.00014945465283325082,0.0002987466286867857,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,167,167,0.0005773382727056742,0.003486118451057805,0.00036592024844139814,0.026701441034674644,2.0393843753706276e-05,0.0034353536855589286,0.16167664670658682,-0.0017768589758473086,-0.0007190796979037782,-0.00029111234471201897,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,167,167,0.0008718316676095128,0.0024028292349623347,0.0006299875094555318,0.00898564700037241,2.2886793695474944e-06,0.002377644134965916,0.0658682634730539,-0.00030701466674407985,1.0650384605729278e-05,-0.000739960465580225,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,167,167,0.0011613091919571161,0.002519265296841096,0.0009056854760274291,0.006561207585036755,1.167154713740118e-06,0.0025105601490800636,0.041916167664670656,-0.00021278733215107334,-9.857354563705227e-05,0.0002987466286867857,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,57,57,0.0005773382727056742,0.003695559903382928,0.0003854632959701121,0.022157488390803337,1.674517079053546e-05,0.0036371474177160834,0.07017543859649122,-0.0033015947513867134,-0.0021627383034986754,-0.003319021314382553,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,57,57,0.0008718316676095128,0.002261630269155527,0.0004311532247811556,0.0067135849967598915,1.6668692702350629e-06,0.0022532964394486044,0.08771929824561403,-0.001247142220149241,-0.0008178683424678941,-0.0036685196682810783,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,57,57,0.0011613091919571161,0.002372442512862842,0.0005980035639367998,0.004948426969349384,1.1176440511437984e-06,0.002355803266774663,0.12280701754385964,-0.0005028920244770358,-0.00018916659367581223,-0.001654955791309476,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0005773382727056742,0.0043614502615128,0.0002602323074825108,0.06834392994642258,8.085353753192282e-05,0.004302702266050756,0.28515625,-0.0032378397838997573,-0.003972535786362222,-0.003319021314382553,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0008718316676095128,0.00295667377213249,0.0004565267008729279,0.02023477479815483,1.4282802823123779e-05,0.002949776927423608,0.28515625,-0.0017199072045735446,-0.0018515238771215081,-0.0036685196682810783,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.0011613091919571161,0.002811955012703038,0.0006958360900171101,0.017095915973186493,5.877872474581743e-06,0.002803438167214312,0.203125,-0.001127739329877632,-0.0011197453821436142,-0.001654955791309476,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000247,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,43,43,0.0005773382727056742,0.0034127740729546045,0.00031700197723694146,0.021960554644465446,1.5316166271310685e-05,0.003345296077202961,0.09302325581395349,-0.005088657146023417,-0.004321179781320759,-0.0036595091223716736,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000247,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,43,43,0.0008718316676095128,0.0020501617339526326,0.00038223262527026236,0.005497240927070379,1.3106428515856552e-06,0.0020352658563448736,0.11627906976744186,-0.0011130457397709832,-0.0006532055505720732,-0.0036484559532254934,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000247,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,43,43,0.0011613091919571161,0.0022359851119649965,0.00048481201520189643,0.005060003139078617,1.367748303678615e-06,0.002209391170513949,0.18604651162790697,-0.0007288720924899513,-0.000716993622270159,-0.0011523542925715446,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000247,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,221,221,0.0005773382727056742,0.0046798991375472145,0.00038602796848863363,0.038138795644044876,4.2831267348374596e-05,0.00463150193099864,0.07692307692307693,-0.004547831816646038,-0.0030128038373991983,-0.0036595091223716736,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000247,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,221,221,0.0008718316676095128,0.002695849674176509,0.000635062693618238,0.01047805231064558,4.041135524494814e-06,0.002677100468215279,0.04524886877828054,-0.0011712600117642904,-0.0009301172332405777,-0.0036484559532254934,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000247,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,221,221,0.0011613091919571161,0.0025228306728023275,0.000632557668723166,0.01313797663897276,2.5284610653323606e-06,0.0025114672528368165,0.07692307692307693,-0.0011699504708574874,-0.001003745390335098,-0.0011523542925715446,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000254,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,61,61,0.0005773382727056742,0.003977505071279516,0.0006388243054971099,0.03123835101723671,2.499357929223135e-05,0.00393187132916258,0.0,-0.005849001455684164,-0.004286702434910694,0.002106365282088518,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000254,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,61,61,0.0008718316676095128,0.002618183640450178,0.0009192132274620235,0.0072758132591843605,1.942083380979503e-06,0.0025990955521895853,0.0,-0.001853712136233702,-0.0011992133913736325,-0.0006727238651365042,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000254,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,61,61,0.0011613091919571161,0.002451484511438452,0.001027932157739997,0.00669483607634902,1.0235140910661876e-06,0.0024275204127964874,0.04918032786885246,-0.001161248104017382,-0.0008674781711306423,0.00011931383050978184,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000254,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0005773382727056742,0.00413130327797262,0.0003661279333755374,0.04839972406625748,4.8672209624446664e-05,0.004074433812904994,0.0625,-0.0005384196683158505,-0.0008698954434294137,0.002106365282088518,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000254,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0008718316676095128,0.003034423753661031,0.0005030399188399315,0.01726609840989113,8.343352126915928e-06,0.0030256090620539985,0.09375,-0.0006678298555236001,-0.0006358604805427603,-0.0006727238651365042,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000254,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.0011613091919571161,0.002642967390556805,0.0005493420176208019,0.010874299332499504,3.3091999052107397e-06,0.002649536664536729,0.140625,-0.00032364402772676776,-0.0003444865296842181,0.00011931383050978184,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000361,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,72,72,0.0005773382727056742,0.003605624414275452,0.0004891971475444734,0.017459558323025703,1.3451895473925636e-05,0.0035036581324111716,0.06944444444444445,-0.0036263459790141814,-0.0033776211235413537,-0.005180552136152983,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000361,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,72,72,0.0008718316676095128,0.002726483941336887,0.0007600398967042565,0.007463106419891119,2.920545299451077e-06,0.0027130621577232655,0.027777777777777776,-0.002382012089442237,-0.002028299062254114,-0.001561067532747984,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000361,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,72,72,0.0011613091919571161,0.002449599114899886,0.0008822044474072754,0.006428643129765987,1.2099291960221064e-06,0.002443934765375468,0.1111111111111111,-0.0014177886820339765,-0.0013421072120157382,-9.570061229169369e-05,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000361,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0005773382727056742,0.0031884395031056556,0.0003317703667562455,0.031541019678115845,2.3232100520971935e-05,0.003174483136717754,0.05859375,-0.0012151119954926647,-0.0007689647842198605,-0.005180552136152983,common_kept_across_included_models
Qwen_Qwen3-14B,14B,14.0,5120,hidden_dim,exp_c,think,gsm8k_test_000361,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0008718316676095128,0.0025434498838876607,0.0005985021125525236,0.010604011826217175,3.53546472735878e-06,0.0025593816824670953,0.04296875,-0.00037440032247678447,-0.0004003763494368354,-0.001561067532747984,common_kept_across_included_models
