model,model_label,model_sort_key,layer,segment_label,token_category,mean_lid,median_lid,n
Qwen_Qwen3-32B,32B,32.0,13,think_answer,short_function_word,15.644747,14.107836,171
Qwen_Qwen3-32B,32B,32.0,13,think_answer,special_delimiter,33.021442,32.746414,30
Qwen_Qwen3-32B,32B,32.0,13,thinking,content_word,18.115995,13.003984,1682
Qwen_Qwen3-32B,32B,32.0,13,thinking,digits_math_symbols,8.830863,6.4292645,2170
Qwen_Qwen3-32B,32B,32.0,13,thinking,newline_formatting,9.729502,7.4554305,647
Qwen_Qwen3-32B,32B,32.0,13,thinking,punctuation,24.238064,23.630894,66
Qwen_Qwen3-32B,32B,32.0,13,thinking,reasoning_discourse_marker,20.866816,18.424747,154
Qwen_Qwen3-32B,32B,32.0,13,thinking,short_function_word,16.881998,12.600362,1527
Qwen_Qwen3-32B,32B,32.0,13,thinking,special_delimiter,114.847824,75.465195,60
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,content_word,18.466452,15.504179,294
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,digits_math_symbols,11.293152,10.553663,478
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,newline_formatting,6.6504545,5.8876333,191
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,punctuation,12.011994,11.158161,173
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,reasoning_discourse_marker,14.924643,15.057142,112
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,short_function_word,13.687584,11.80396,195
Qwen_Qwen3-32B,32B,32.0,20,no_think_answer,special_delimiter,22.20162,20.654026,30
Qwen_Qwen3-32B,32B,32.0,20,think_answer,content_word,20.187819,17.985975,272
Qwen_Qwen3-32B,32B,32.0,20,think_answer,digits_math_symbols,10.873302,9.797615,500
Qwen_Qwen3-32B,32B,32.0,20,think_answer,newline_formatting,7.7521095,6.788401,218
Qwen_Qwen3-32B,32B,32.0,20,think_answer,punctuation,12.297901,11.532469,166
Qwen_Qwen3-32B,32B,32.0,20,think_answer,reasoning_discourse_marker,15.828179,13.832959,111
Qwen_Qwen3-32B,32B,32.0,20,think_answer,short_function_word,16.412144,14.408092,171
Qwen_Qwen3-32B,32B,32.0,20,think_answer,special_delimiter,19.831646,18.985283,30
Qwen_Qwen3-32B,32B,32.0,20,thinking,content_word,15.915443,13.030712,1682
Qwen_Qwen3-32B,32B,32.0,20,thinking,digits_math_symbols,12.092135,9.900801,2170
Qwen_Qwen3-32B,32B,32.0,20,thinking,newline_formatting,11.554812,9.871389,647
Qwen_Qwen3-32B,32B,32.0,20,thinking,punctuation,24.063526,24.361427,66
Qwen_Qwen3-32B,32B,32.0,20,thinking,reasoning_discourse_marker,17.592928,16.790836,154
Qwen_Qwen3-32B,32B,32.0,20,thinking,short_function_word,16.088533,13.463156,1527
Qwen_Qwen3-32B,32B,32.0,20,thinking,special_delimiter,75.87258,58.904213,60
